urlid,label
5865,0.6003805899143673
782,0.5
6962,0.7142857142857143
7640,0.1934295363831747
3589,0.6886792452830189
6719,0.3883870967741936
3905,0.5097087378640777
9841,0.7783751998192788
7447,0.2661290322580645
4776,0.6120689655172414
2879,0.5
2620,0.5
10479,0.22471910112359555
1105,0.5
1849,0.3888888888888889
8286,0.6
8344,0.446985446985447
10486,0.5930889410818252
8661,0.632438739789965
7188,0.33599999999999997
1433,0.8049626565403891
677,0.625
469,0.6470588235294118
6988,0.1338432122370937
8024,0.6283185840707964
6896,0.4
9154,0.40425531914893614
342,0.6
50,0.53125
983,0.24319727891156462
6933,0.2870553359683794
8271,0.23564064801178203
5602,0.35294117647058826
4505,0.375
4966,0.6417442677281651
2390,0.3783783783783784
6736,0.6405090137857901
4660,0.8285481017825554
7560,0.46651999234742686
3840,0.5806451612903226
5823,0.5
5789,0.7293997965412005
1595,0.38709677419354843
6770,0.5096153846153846
3522,0.7209302325581395
5584,0.6548785003856318
8323,0.7182720686879528
3862,0.5187793427230047
373,0.5
7345,0.3581323755772191
7708,0.5225464190981433
1398,0.6365155629830792
4298,0.353527256069629
7467,0.43795620437956206
1878,0.5434782608695652
1832,0.37894736842105264
625,0.2841357537490134
7438,0.3181818181818182
9961,0.6893732970027248
7117,0.3126395712371594
8190,0.2032274874068437
1713,0.4230769230769231
949,0.2898550724637681
9246,0.38709677419354843
2326,0.5083976395823877
8942,0.5060658578856153
4458,0.4864864864864865
4659,0.5384615384615385
9522,0.27848101265822783
2497,0.5708076673528729
9836,0.6
3808,0.7377521613832853
5575,0.5212237967460663
5714,0.4
2490,0.5217391304347826
6812,0.4978118161925601
4335,0.2608695652173913
10014,0.8430364485290354
5889,0.6939816388983339
482,0.6218534111021964
8082,0.1794568278159464
5856,0.8495317795121182
8866,0.42857142857142855
2624,0.6509787666974396
1371,0.6242774566473989
4436,0.1883399540700545
2972,0.681001349697361
3638,0.7738348455884333
6249,0.5
7602,0.29923122412773506
9624,0.642411048672023
7567,0.35862068965517246
6578,0.25925925925925924
7590,0.5
8590,0.5817223461763077
10520,0.7399056109071841
1906,0.4444444444444444
1373,0.42053231939163505
1601,0.6955050749154181
4754,0.6
8208,0.4070007749935417
1658,0.6718184429761562
1352,0.6486486486486487
8143,0.6
7760,0.5
7836,0.6416938110749186
9769,0.42857142857142855
503,0.6693227091633466
4909,0.2831500442421944
7162,0.4195761856710394
10035,0.6800391389432485
1992,0.5555555555555556
6133,0.3333333333333333
8519,0.4209073900841908
1879,0.625
7107,0.7377622377622377
1225,0.46368000459928715
2451,0.459066321196418
8252,0.3448275862068966
9214,0.4841269841269842
4850,0.6087795810395368
5891,0.30208583073603457
5274,0.35964912280701755
8623,0.419326083080763
562,0.4167436592853099
860,0.5
4199,0.6451319381255687
7616,0.5510204081632654
10544,0.3216684340756451
1567,0.5778894472361809
6552,0.15158350627086525
954,0.4183098591549296
111,0.43229166666666663
7036,0.5888324873096447
1995,0.6265421807269089
7095,0.5714285714285714
10180,0.43388429752066116
6872,0.6820775591009667
4805,0.633102931115499
355,0.4794520547945205
8097,0.7822663099606496
9271,0.856340677821167
431,0.4684014869888475
1646,0.6103896103896105
143,0.647887323943662
3436,0.6734733948556841
150,0.6129032258064516
9745,0.5
715,0.27272727272727276
578,0.5714285714285714
8684,0.7340878873623564
1186,0.7555555555555555
9115,0.4547814798788403
9239,0.16781628532974424
5461,0.7651202286555577
5424,0.9674399228205578
1349,0.7217212058747746
609,0.7562804649418822
7569,0.4225352112676057
1622,0.3762214983713355
6541,0.3691588785046729
9873,0.5569620253164557
305,0.28996422519299564
6041,0.4117647058823529
5360,0.5
8445,0.767741935483871
7260,0.17606781871535704
4526,0.5391061452513967
138,0.4
168,0.2643171806167401
7888,0.4117647058823529
4639,0.6571428571428571
867,0.27272727272727276
9673,0.8290721489119859
710,0.33185840707964603
4749,0.30000000000000004
4716,0.38095238095238093
410,0.5833551811359973
2155,0.44728146590567736
3289,0.14139179968904433
7774,0.35294117647058826
1200,0.5714285714285714
9057,0.4
2261,0.5
9612,0.4658823529411764
4987,0.5360373504522906
3605,0.5
5068,0.6747084075696319
4474,0.7427931698943161
5831,0.6401900227395436
4729,0.42584961673091404
10060,0.3691645033573594
6895,0.5
3791,0.5427674117864402
7910,0.38709677419354843
4209,0.20338895807238996
4984,0.5428156748911466
1773,0.42857142857142855
2101,0.5134680134680134
7251,0.20157368932897182
2887,0.341796875
875,0.5489266100848726
8185,0.5476190476190477
9688,0.8413096983723525
5342,0.06940966727429339
6802,0.5862068965517241
3077,0.3702378823108568
712,0.3783783783783784
3026,0.5
2640,0.2603550295857988
4872,0.5625
3334,0.7343453510436433
2431,0.3623541936576578
9218,0.30000000000000004
7417,0.7001586462189318
3563,0.5590551181102362
1006,0.9009200283085633
8940,0.5208333333333334
7703,0.3333333333333333
2686,0.20172910662824203
8159,0.6694915254237288
37,0.5
65,0.1754385964912281
1910,0.5
2202,0.4775686209470105
9717,0.5290159798149706
2388,0.6687982891897046
2365,0.2802135893793171
5072,0.49324804548685136
4614,0.4133582438113031
6955,0.375
4094,0.42857142857142855
3319,0.6043463999541827
1456,0.6668673319648706
5381,0.7630346331517097
4479,0.6
4766,0.4
6076,0.555793991416309
8064,0.32343234323432346
3416,0.6656631219320241
4892,0.4271844660194175
9942,0.6298739856172065
9215,0.5
4506,0.8610479301931268
9275,0.47500000000000003
1306,0.6856748875929133
6828,0.8129812981298129
8368,0.6075949367088608
7205,0.5
360,0.5454545454545454
3386,0.576923076923077
3835,0.5
1305,0.38709677419354843
7963,0.13605880829491768
2073,0.7229064039408867
4230,0.4
9012,0.22453952514673856
2723,0.8050613901709937
6788,0.5893487431863289
7945,0.32432432432432434
4868,0.6138655315585639
6597,0.689655172413793
7323,0.6
6229,0.45894936813413734
3427,0.5
7727,0.2531014565962241
4707,0.5141700404858299
2547,0.7261167264427779
4523,0.7469879518072289
9648,0.5945945945945946
1084,0.2135256643075202
3327,0.6774193548387096
